date,platform,campaign_name,ad_set,country,impressions,reach,clicks,likes,comments,shares,conversions,ad_spend,revenue,CTR,Engagement rate,ROI
15-06-2023,Instagram,Lead Generation,Youth,India,28761,38187,4349,2330,88,245,236,824.8,4670.69,15.12%,9.26%,466.28%
16-06-2023,Facebook,Lead Generation,Professionals,UK,22435,33730,3183,1128,10,641,410,856.27,3710.12,14.19%,7.93%,333.29%
16-06-2023,Instagram,Brand Awareness,Adults,India,17482,4441,3823,2629,437,4,262,26.37,492.92,21.87%,17.56%,1769.25%
17-06-2023,Facebook,Brand Awareness,Professionals,USA,22672,35392,859,2743,288,793,261,783.91,3779.27,3.79%,16.87%,382.11%
18-06-2023,Facebook,Product Launch,Students,USA,10521,38640,4977,128,66,761,435,180.67,1493.71,47.31%,9.08%,726.76%
18-06-2023,Instagram,Festive Sale,Professionals,Canada,42337,11419,4658,1218,368,694,6,912.94,221.97,11.00%,5.39%,-75.69%
18-06-2023,Facebook,Brand Awareness,Professionals,USA,19064,8437,2382,440,87,25,191,616.85,2023.36,12.49%,2.90%,228.01%
20-06-2023,Instagram,Product Launch,Professionals,India,28573,37286,594,1153,265,637,189,659.04,4582.67,2.08%,7.19%,595.36%
21-06-2023,Facebook,Product Launch,Adults,Canada,43818,19928,317,733,275,539,483,815.93,1028.04,0.72%,3.53%,26.00%
23-06-2023,Instagram,Brand Awareness,Youth,Canada,6851,2675,74,754,171,178,258,294.48,1171.44,1.08%,16.10%,297.80%
24-06-2023,Instagram,Festive Sale,Adults,Canada,15457,6057,4628,2578,469,721,446,589.09,4812.27,29.94%,24.38%,716.90%
27-06-2023,Instagram,Product Launch,Youth,USA,32315,6885,4792,2405,302,786,149,170,1494.03,14.83%,10.81%,778.84%
28-06-2023,Instagram,Brand Awareness,Youth,USA,18106,34931,93,1959,323,293,38,898.31,3200.9,0.51%,14.22%,256.32%
29-06-2023,Instagram,Lead Generation,Youth,UK,3637,37894,2758,2219,308,585,403,865.32,4908.97,75.83%,85.57%,467.30%
30-06-2023,Facebook,Lead Generation,Youth,USA,20846,905,4462,2925,397,767,258,828,4447.12,21.40%,19.62%,437.09%
01-07-2023,Instagram,Lead Generation,Professionals,Canada,26161,17196,1609,2906,382,26,67,61.2,1061.11,6.15%,12.67%,1633.84%
02-07-2023,Instagram,Lead Generation,Youth,India,4775,39059,3052,1122,463,121,398,859.42,2234.73,63.92%,35.73%,160.03%
03-07-2023,Instagram,Festive Sale,Professionals,Canada,48374,7056,947,1550,86,47,294,793.66,1125.37,1.96%,3.48%,41.79%
06-07-2023,Facebook,Brand Awareness,Professionals,Australia,47762,29755,492,196,294,350,301,651.69,1785.98,1.03%,1.76%,174.05%
07-07-2023,Facebook,Festive Sale,Adults,UK,3244,18293,4268,1482,167,596,330,605.46,2865.41,131.57%,69.20%,373.26%
07-07-2023,Facebook,Brand Awareness,Youth,India,47240,5941,519,2677,388,48,447,872.56,4658.59,1.10%,6.59%,433.90%
08-07-2023,Instagram,Product Launch,Professionals,UK,31435,26940,4227,1525,379,739,427,628.05,2770.86,13.45%,8.41%,341.18%
08-07-2023,Facebook,Lead Generation,Youth,Canada,38927,22500,3611,1474,35,290,412,473.89,2039.5,9.28%,4.62%,330.37%
09-07-2023,Facebook,Lead Generation,Youth,UK,3809,19435,451,2274,425,645,294,673.96,3413.07,11.84%,87.79%,406.42%
10-07-2023,Instagram,Product Launch,Adults,USA,39083,12049,3623,1233,227,173,324,715.59,4380.67,9.27%,4.18%,512.18%
11-07-2023,Facebook,Lead Generation,Youth,Australia,41866,38832,2323,1189,489,668,249,138.89,1092.7,5.55%,5.60%,686.74%
13-07-2023,Facebook,Product Launch,Professionals,Australia,40041,27379,2655,2614,110,154,53,807.63,4736.99,6.63%,7.19%,486.53%
13-07-2023,Instagram,Product Launch,Professionals,USA,39384,38814,3835,601,166,313,283,493.07,4263.88,9.74%,2.74%,764.76%
16-07-2023,Facebook,Brand Awareness,Youth,India,20894,35717,2860,1763,284,311,306,759.06,4443.57,13.69%,11.29%,485.40%
17-07-2023,Facebook,Festive Sale,Youth,USA,12516,29447,3194,1992,369,731,163,950,3159.01,25.52%,24.70%,232.53%
17-07-2023,Facebook,Lead Generation,Professionals,USA,10261,32301,1882,2432,35,546,220,765.23,3771.54,18.34%,29.36%,392.86%
17-07-2023,Facebook,Lead Generation,Professionals,Canada,48894,29051,3536,1508,141,755,15,941.85,3826.95,7.23%,4.92%,306.32%
18-07-2023,Facebook,Product Launch,Youth,India,3795,29963,3508,968,5,541,444,918.25,3285.13,92.44%,39.89%,257.76%
22-07-2023,Instagram,Festive Sale,Professionals,USA,19733,30574,4714,2438,416,400,398,611.89,2275.96,23.89%,16.49%,271.96%
22-07-2023,Facebook,Brand Awareness,Professionals,UK,17301,17240,3242,1765,201,261,44,486.5,1062.01,18.74%,12.87%,118.30%
22-07-2023,Instagram,Brand Awareness,Adults,India,15336,5209,849,2073,496,418,456,416.67,2309.73,5.54%,19.48%,454.33%
23-07-2023,Instagram,Lead Generation,Students,Australia,27619,34508,3743,866,119,557,295,338.08,1172.51,13.55%,5.58%,246.81%
24-07-2023,Facebook,Product Launch,Youth,Canada,45243,17674,4881,1479,420,188,445,504.22,4450.51,10.79%,4.61%,782.65%
24-07-2023,Instagram,Product Launch,Students,USA,14833,21602,3720,1087,235,2,360,543.84,4310.61,25.08%,8.93%,692.62%
25-07-2023,Instagram,Brand Awareness,Adults,UK,25660,21968,3130,568,113,58,476,328.04,893.64,12.20%,2.88%,172.42%
27-07-2023,Instagram,Product Launch,Adults,UK,20751,28212,3966,1290,145,468,106,253.37,1326.46,19.11%,9.17%,423.53%
27-07-2023,Facebook,Festive Sale,Professionals,UK,1954,29897,2720,1941,494,521,448,511.4,1026.58,139.20%,151.28%,100.74%
28-07-2023,Facebook,Festive Sale,Adults,India,31640,6552,1187,772,193,697,394,64.94,2218.26,3.75%,5.25%,3315.86%
01-08-2023,Facebook,Product Launch,Professionals,USA,38661,1319,4888,1686,274,483,432,547.27,2274.82,12.64%,6.32%,315.67%
03-08-2023,Instagram,Product Launch,Adults,Australia,14393,31780,3056,2776,131,381,186,553.76,1223.8,21.23%,22.84%,121.00%
04-08-2023,Facebook,Lead Generation,Youth,Australia,44964,1168,2404,2288,3,293,91,555.82,3823.05,5.35%,5.75%,587.82%
04-08-2023,Facebook,Lead Generation,Students,India,47277,18533,3638,1970,50,467,212,750.61,918.5,7.70%,5.26%,22.37%
05-08-2023,Facebook,Brand Awareness,Youth,Canada,17727,8923,2647,265,359,312,249,812.71,985.12,14.93%,5.28%,21.21%
05-08-2023,Instagram,Product Launch,Adults,UK,26650,25611,1918,884,179,523,30,642.31,1986.82,7.20%,5.95%,209.32%
08-08-2023,Facebook,Brand Awareness,Professionals,Canada,9624,27001,2570,2290,347,229,315,393.97,1663.6,26.70%,29.78%,322.27%
09-08-2023,Instagram,Product Launch,Youth,USA,23706,7497,3671,419,61,75,406,859.77,2711.36,15.49%,2.34%,215.36%
09-08-2023,Facebook,Brand Awareness,Students,USA,47136,10886,1490,270,365,724,112,121.57,639.55,3.16%,2.88%,426.08%
11-08-2023,Facebook,Lead Generation,Adults,UK,18308,34386,2879,946,68,423,107,585.1,811.04,15.73%,7.85%,38.62%
12-08-2023,Instagram,Brand Awareness,Students,India,34139,6135,3037,418,352,529,323,98.98,970.21,8.90%,3.81%,880.21%
12-08-2023,Instagram,Product Launch,Adults,India,10130,38760,1775,1259,320,533,214,18.27,881.07,17.52%,20.85%,4722.50%
12-08-2023,Instagram,Product Launch,Adults,USA,31373,17476,4068,686,430,744,283,731.53,516.4,12.97%,5.93%,-29.41%
13-08-2023,Facebook,Brand Awareness,Professionals,UK,38016,38753,4182,142,124,2,268,613.77,359.12,11.00%,0.70%,-41.49%
13-08-2023,Instagram,Festive Sale,Adults,UK,31734,19116,2261,725,379,450,206,381.89,4242.88,7.12%,4.90%,1011.02%
14-08-2023,Instagram,Product Launch,Youth,USA,15645,8433,1791,881,64,309,134,812.1,519.41,11.45%,8.02%,-36.04%
14-08-2023,Facebook,Brand Awareness,Adults,India,40886,11671,4557,146,108,644,153,917.85,3445.35,11.15%,2.20%,275.37%
14-08-2023,Facebook,Festive Sale,Professionals,UK,34932,16693,2248,472,237,22,67,661.37,4601.18,6.44%,2.09%,595.70%
15-08-2023,Facebook,Festive Sale,Professionals,India,25299,25424,1696,2419,413,583,48,421.55,420.97,6.70%,13.50%,-0.14%
15-08-2023,Facebook,Lead Generation,Students,Australia,2462,21045,1579,1471,19,323,69,550.56,1948.37,64.13%,73.64%,253.89%
15-08-2023,Facebook,Lead Generation,Youth,USA,31890,7589,3864,1748,350,405,128,137.65,3751.34,12.12%,7.85%,2625.27%
15-08-2023,Facebook,Brand Awareness,Professionals,Australia,24595,10650,3474,209,85,184,288,941.23,3247.75,14.12%,1.94%,245.05%
15-08-2023,Facebook,Brand Awareness,Adults,Australia,7743,35132,2446,2152,333,356,190,814.99,3082.71,31.59%,36.69%,278.25%
16-08-2023,Facebook,Brand Awareness,Students,Australia,28369,38970,3664,1261,114,753,278,439.45,3982.04,12.92%,7.50%,806.14%
17-08-2023,Facebook,Festive Sale,Youth,UK,28812,21419,2802,832,166,353,232,583.15,2052.36,9.73%,4.69%,251.94%
18-08-2023,Facebook,Product Launch,Professionals,Australia,2129,32619,399,21,50,675,202,420.06,1747.53,18.74%,35.04%,316.02%
19-08-2023,Instagram,Festive Sale,Youth,India,36509,38183,1695,1834,101,793,109,803.2,1590.66,4.64%,7.47%,98.04%
24-08-2023,Instagram,Brand Awareness,Students,Australia,44226,11692,4769,2931,26,684,357,145.6,2846.84,10.78%,8.23%,1855.25%
25-08-2023,Facebook,Lead Generation,Students,Canada,1067,1658,4993,1219,318,103,261,368.67,4314.74,467.95%,153.70%,1070.35%
26-08-2023,Facebook,Festive Sale,Professionals,India,35235,20575,3608,1453,409,505,192,607.26,508.25,10.24%,6.72%,-16.30%
27-08-2023,Facebook,Brand Awareness,Adults,Canada,36228,12360,1708,610,296,652,276,314.25,517.56,4.71%,4.30%,64.70%
28-08-2023,Instagram,Brand Awareness,Professionals,USA,46254,1395,3414,1687,179,436,18,350.38,2382.62,7.38%,4.98%,580.01%
29-08-2023,Instagram,Lead Generation,Professionals,UK,38333,6219,4426,2339,46,385,141,128.8,3636.93,11.55%,7.23%,2723.70%
29-08-2023,Facebook,Festive Sale,Youth,USA,45953,24569,3269,2737,7,626,496,880.62,178.51,7.11%,7.33%,-79.73%
30-08-2023,Facebook,Product Launch,Adults,Canada,18297,24943,2182,856,349,102,20,486.88,4432.92,11.93%,7.14%,810.47%
02-09-2023,Instagram,Lead Generation,Adults,Canada,38344,26983,2490,1874,320,125,199,940.91,4548.03,6.49%,6.05%,383.37%
02-09-2023,Facebook,Lead Generation,Professionals,Canada,14107,35615,4317,2190,127,83,323,272.69,1776.05,30.60%,17.01%,551.31%
04-09-2023,Facebook,Product Launch,Adults,Canada,12360,35028,3102,2040,239,642,420,80.11,1385.68,25.10%,23.63%,1629.72%
07-09-2023,Instagram,Lead Generation,Adults,Australia,34896,21341,2376,1991,303,334,80,229.38,2424.18,6.81%,7.53%,956.84%
07-09-2023,Facebook,Festive Sale,Youth,India,11566,22190,3028,2903,375,430,230,883.17,3547.32,26.18%,32.06%,301.66%
08-09-2023,Instagram,Festive Sale,Students,UK,23388,23904,1349,959,426,381,11,731.97,4679.05,5.77%,7.55%,539.24%
09-09-2023,Facebook,Brand Awareness,Youth,UK,5137,18021,2181,2559,267,499,132,460.5,889.12,42.46%,64.73%,93.08%
10-09-2023,Instagram,Festive Sale,Youth,Canada,24331,18606,2630,1310,166,650,485,389.09,4052.14,10.81%,8.74%,941.44%
10-09-2023,Facebook,Product Launch,Youth,Australia,29806,21143,1766,2041,180,644,73,687.37,2965.74,5.92%,9.61%,331.46%
11-09-2023,Instagram,Product Launch,Adults,Canada,13118,35531,3198,1801,105,509,58,316.67,3385.07,24.38%,18.41%,968.96%
14-09-2023,Facebook,Brand Awareness,Students,India,29513,16010,2638,2145,388,202,406,473.38,4880.67,8.94%,9.27%,931.03%
16-09-2023,Instagram,Brand Awareness,Adults,UK,47476,33336,1199,1789,415,467,207,86.9,4080.34,2.53%,5.63%,4595.44%
16-09-2023,Instagram,Brand Awareness,Professionals,Canada,47609,20568,3866,2366,357,11,166,665.27,1421.95,8.12%,5.74%,113.74%
18-09-2023,Facebook,Brand Awareness,Professionals,UK,26186,2947,422,2313,61,41,297,304.9,966.57,1.61%,9.22%,217.01%
19-09-2023,Facebook,Festive Sale,Students,USA,44066,1519,4474,2895,170,799,429,170.06,3199.9,10.15%,8.77%,1781.63%
19-09-2023,Facebook,Festive Sale,Youth,Canada,5631,38060,4217,399,64,493,169,638.57,3190.54,74.89%,16.98%,399.64%
19-09-2023,Instagram,Lead Generation,Professionals,India,31328,3990,2685,342,286,227,190,491.56,3284.49,8.57%,2.73%,568.18%
19-09-2023,Facebook,Product Launch,Professionals,Canada,4317,5953,818,457,331,309,423,247.92,3659.72,18.95%,25.41%,1376.17%
22-09-2023,Instagram,Festive Sale,Youth,Australia,21225,36068,1856,1014,331,694,445,852.92,3386.03,8.74%,9.61%,296.99%
23-09-2023,Instagram,Product Launch,Professionals,Canada,33634,13105,4440,2677,247,443,371,86.71,1490.47,13.20%,10.01%,1618.91%
23-09-2023,Instagram,Brand Awareness,Professionals,UK,37132,17579,1262,1051,382,1,23,992.12,4362.29,3.40%,3.86%,339.69%
23-09-2023,Instagram,Lead Generation,Students,UK,26494,36476,1639,986,52,700,275,44.56,2985.12,6.19%,6.56%,6599.10%
24-09-2023,Facebook,Brand Awareness,Professionals,UK,15953,38974,2588,751,43,89,411,215.81,2169.23,16.22%,5.54%,905.16%
29-09-2023,Facebook,Brand Awareness,Students,Canada,16424,18974,1294,1880,378,674,403,937.41,2857.46,7.88%,17.85%,204.82%
29-09-2023,Instagram,Lead Generation,Adults,UK,16979,16171,2704,1294,212,224,322,815.84,4076.05,15.93%,10.19%,399.61%
30-09-2023,Facebook,Festive Sale,Adults,Australia,25658,17994,2171,2913,483,685,180,224.52,845.54,8.46%,15.91%,276.60%
30-09-2023,Facebook,Brand Awareness,Professionals,UK,48631,20245,3576,1163,64,373,207,740.81,1435.94,7.35%,3.29%,93.83%
03-10-2023,Instagram,Festive Sale,Adults,Australia,9963,18259,3961,410,254,37,305,616.99,1156.32,39.76%,7.04%,87.41%
03-10-2023,Instagram,Product Launch,Youth,USA,22876,22964,1381,2255,114,414,456,935.9,350.87,6.04%,12.17%,-62.51%
04-10-2023,Facebook,Lead Generation,Students,India,16504,39734,2260,2100,474,786,342,38.57,2103.41,13.69%,20.36%,5353.49%
05-10-2023,Facebook,Brand Awareness,Professionals,India,45643,27087,3177,1266,480,715,424,489.5,2206.25,6.96%,5.39%,350.72%
05-10-2023,Instagram,Brand Awareness,Adults,USA,11313,16482,4268,2631,369,224,96,406.22,2086.16,37.73%,28.50%,413.55%
05-10-2023,Instagram,Product Launch,Youth,USA,16761,25285,4572,812,4,480,232,812.56,349.73,27.28%,7.73%,-56.96%
06-10-2023,Facebook,Brand Awareness,Students,Australia,22939,4850,352,571,486,315,266,632.21,1064.33,1.53%,5.98%,68.35%
08-10-2023,Instagram,Brand Awareness,Adults,Australia,33016,27981,141,1062,142,752,32,247.21,4568.84,0.43%,5.92%,1748.16%
09-10-2023,Instagram,Brand Awareness,Adults,Australia,21711,38904,3225,587,9,78,224,74.54,378.76,14.85%,3.10%,408.13%
09-10-2023,Facebook,Lead Generation,Professionals,India,24991,7625,2875,812,33,586,50,927.29,651.71,11.50%,5.73%,-29.72%
10-10-2023,Instagram,Festive Sale,Professionals,UK,14779,21407,1881,536,425,668,338,409.99,1779.65,12.73%,11.02%,334.07%
11-10-2023,Facebook,Product Launch,Professionals,USA,34751,17359,2449,274,151,395,137,135.79,591.68,7.05%,2.36%,335.73%
12-10-2023,Instagram,Lead Generation,Youth,Canada,49467,17784,4843,1843,396,327,130,204.25,3776.7,9.79%,5.19%,1749.06%
12-10-2023,Facebook,Brand Awareness,Students,UK,2996,24141,1628,1416,385,230,404,991.68,3937.39,54.34%,67.79%,297.04%
13-10-2023,Instagram,Product Launch,Youth,Canada,45220,19112,2451,1274,179,624,452,811.97,4770.18,5.42%,4.59%,487.48%
13-10-2023,Instagram,Festive Sale,Students,India,40182,18282,2637,1550,242,591,276,318.29,1833.87,6.56%,5.93%,476.16%
14-10-2023,Facebook,Product Launch,Youth,USA,21470,9587,4705,2895,384,339,312,449.21,4318.78,21.91%,16.85%,861.42%
16-10-2023,Instagram,Lead Generation,Adults,Australia,27312,25110,1204,1679,159,0,192,645.15,1210.31,4.41%,6.73%,87.60%
16-10-2023,Instagram,Festive Sale,Professionals,Australia,42833,3772,1411,1132,198,147,356,593.61,107.55,3.29%,3.45%,-81.88%
16-10-2023,Facebook,Product Launch,Professionals,USA,3042,9591,4904,2955,282,708,401,627.02,4227.23,161.21%,129.68%,574.18%
17-10-2023,Facebook,Lead Generation,Youth,USA,21863,4527,1999,1065,25,141,361,357.93,1966.73,9.14%,5.63%,449.47%
17-10-2023,Instagram,Lead Generation,Students,Australia,36333,17938,2219,1127,423,13,330,960.24,2500.01,6.11%,4.30%,160.35%
17-10-2023,Facebook,Festive Sale,Youth,Australia,23821,16340,2334,748,90,537,369,351.44,3180.38,9.80%,5.77%,804.96%
18-10-2023,Facebook,Lead Generation,Students,India,25162,32732,868,1907,384,58,193,119.47,248.1,3.45%,9.34%,107.67%
18-10-2023,Facebook,Brand Awareness,Youth,Australia,42505,33263,3430,484,408,271,450,939.2,1885.48,8.07%,2.74%,100.75%
19-10-2023,Facebook,Product Launch,Adults,USA,18929,31055,615,1375,466,51,49,563.14,819.24,3.25%,10.00%,45.48%
21-10-2023,Instagram,Lead Generation,Adults,USA,24600,14886,4038,2927,440,782,65,989.18,250.17,16.41%,16.87%,-74.71%
21-10-2023,Instagram,Product Launch,Professionals,Canada,46004,17870,722,2391,349,723,32,241.24,4170.82,1.57%,7.53%,1628.91%
22-10-2023,Facebook,Brand Awareness,Professionals,Canada,9334,8759,3073,2727,418,200,250,758.91,67.38,32.92%,35.84%,-91.12%
23-10-2023,Facebook,Product Launch,Adults,India,20619,23101,2800,2814,417,565,142,666.82,1496.28,13.58%,18.41%,124.39%
25-10-2023,Facebook,Lead Generation,Students,Australia,44705,20750,3837,35,83,151,464,478.08,1003.25,8.58%,0.60%,109.85%
25-10-2023,Instagram,Lead Generation,Students,UK,25813,36821,1559,2192,116,583,270,620.72,2094.31,6.04%,11.20%,237.40%
25-10-2023,Facebook,Festive Sale,Youth,Canada,39968,8442,902,925,414,598,250,330.34,2584.91,2.26%,4.85%,682.50%
27-10-2023,Facebook,Lead Generation,Professionals,Canada,16577,38592,3448,1743,275,22,86,941.31,4207.3,20.80%,12.31%,346.96%
28-10-2023,Instagram,Brand Awareness,Adults,UK,26739,13679,3825,598,307,784,164,684.33,2814.65,14.30%,6.32%,311.30%
28-10-2023,Facebook,Festive Sale,Adults,UK,16123,24324,1284,2593,356,422,192,838.64,4584.16,7.96%,20.91%,446.62%
29-10-2023,Facebook,Brand Awareness,Students,India,3708,22626,2157,357,409,442,335,33.72,4844.88,58.17%,32.58%,14267.97%
01-11-2023,Instagram,Lead Generation,Professionals,Australia,41096,30392,95,617,407,526,173,617.89,4387.94,0.23%,3.77%,610.15%
04-11-2023,Facebook,Festive Sale,Students,India,47805,3083,348,1738,61,233,53,659.67,2335.21,0.73%,4.25%,254.00%
04-11-2023,Facebook,Festive Sale,Youth,USA,40121,4645,2553,2669,184,443,442,238.12,658.23,6.36%,8.22%,176.43%
04-11-2023,Instagram,Lead Generation,Youth,UK,3911,22160,3150,2353,481,684,405,781.31,4407.44,80.54%,89.95%,464.11%
05-11-2023,Facebook,Lead Generation,Adults,UK,36897,2324,2886,685,434,301,306,878.98,2673,7.82%,3.85%,204.10%
06-11-2023,Instagram,Product Launch,Professionals,India,6470,34280,885,1987,425,77,169,532.24,1791.93,13.68%,38.47%,236.68%
06-11-2023,Facebook,Festive Sale,Youth,UK,4557,21117,2738,1679,234,729,217,393.69,3683.83,60.08%,57.98%,835.72%
06-11-2023,Instagram,Brand Awareness,Students,India,46722,17293,2337,1261,9,239,209,720.55,1800.06,5.00%,3.23%,149.82%
08-11-2023,Instagram,Product Launch,Professionals,Australia,21977,13986,320,2676,472,38,250,852.58,4009.74,1.46%,14.50%,370.31%
08-11-2023,Instagram,Festive Sale,Adults,USA,45354,8044,237,641,195,20,315,813.34,2612.82,0.52%,1.89%,221.25%
10-11-2023,Instagram,Product Launch,Adults,Australia,19981,8235,2087,2507,225,299,264,906.04,1745.04,10.44%,15.17%,92.60%
11-11-2023,Instagram,Brand Awareness,Students,Australia,37993,21455,4071,2232,343,763,263,229.01,3026.48,10.72%,8.79%,1221.55%
12-11-2023,Instagram,Product Launch,Students,USA,27292,13686,508,2357,103,796,412,340.38,860.03,1.86%,11.93%,152.67%
12-11-2023,Instagram,Brand Awareness,Adults,Canada,37770,39167,2647,1518,450,389,117,683.07,998.91,7.01%,6.24%,46.24%
14-11-2023,Facebook,Festive Sale,Adults,Australia,5136,39931,2103,692,216,406,484,514.78,2028.21,40.95%,25.58%,294.00%
15-11-2023,Facebook,Lead Generation,Students,USA,23302,10255,1496,328,15,589,275,288.74,3109.31,6.42%,4.00%,976.85%
15-11-2023,Instagram,Product Launch,Professionals,Canada,43470,2269,4318,2735,71,680,310,355.95,1016.57,9.93%,8.02%,185.59%
17-11-2023,Instagram,Brand Awareness,Youth,UK,23616,11742,3414,2523,493,479,104,293.79,2743.97,14.46%,14.80%,833.99%
17-11-2023,Facebook,Festive Sale,Adults,Australia,10947,13716,4713,2585,413,245,374,80.65,160.62,43.05%,29.62%,99.16%
18-11-2023,Instagram,Product Launch,Students,Canada,41978,15987,1486,1148,93,68,205,766.36,2709.92,3.54%,3.12%,253.61%
22-11-2023,Facebook,Festive Sale,Youth,UK,32926,36575,1031,542,352,595,359,683.04,4204.89,3.13%,4.52%,515.61%
22-11-2023,Facebook,Brand Awareness,Youth,Canada,20065,2420,2346,793,430,248,115,61.66,3706.33,11.69%,7.33%,5910.91%
25-11-2023,Facebook,Lead Generation,Professionals,India,6586,17332,1953,95,236,214,81,34.75,2929.87,29.65%,8.28%,8331.28%
26-11-2023,Facebook,Lead Generation,Students,Canada,39248,12601,191,1869,309,303,20,200.6,2088.72,0.49%,6.32%,941.24%
26-11-2023,Instagram,Festive Sale,Adults,USA,24488,32216,2446,833,132,29,204,994.86,3098.17,9.99%,4.06%,211.42%
28-11-2023,Instagram,Product Launch,Professionals,Canada,34686,24640,2095,1481,321,722,93,22.17,4172.64,6.04%,7.28%,18721.11%
28-11-2023,Instagram,Product Launch,Students,Canada,5920,34438,4472,190,442,22,371,582.91,3025.33,75.54%,11.05%,419.00%
28-11-2023,Facebook,Product Launch,Students,UK,43262,17408,3062,1344,428,415,332,998.71,2602.89,7.08%,5.06%,160.63%
28-11-2023,Facebook,Brand Awareness,Adults,Canada,28675,28685,4522,2524,208,42,245,882.51,2059.76,15.77%,9.67%,133.40%
28-11-2023,Facebook,Festive Sale,Youth,Australia,34455,855,517,584,372,717,482,432.13,3376.18,1.50%,4.86%,681.29%
29-11-2023,Facebook,Brand Awareness,Adults,USA,1654,37628,1331,69,233,477,175,307.52,4817.85,80.47%,47.10%,1466.68%
30-11-2023,Instagram,Lead Generation,Students,Canada,44492,35987,4764,501,69,635,435,610.85,259.23,10.71%,2.71%,-57.56%
01-12-2023,Instagram,Lead Generation,Students,UK,39239,26788,3168,1487,265,674,165,931.26,2053.04,8.07%,6.18%,120.46%
01-12-2023,Instagram,Brand Awareness,Professionals,UK,41216,18238,4640,1612,365,739,28,98.36,717.63,11.26%,6.59%,629.60%
02-12-2023,Instagram,Festive Sale,Students,Canada,36908,3170,2687,671,32,377,348,116.09,513.94,7.28%,2.93%,342.71%
03-12-2023,Facebook,Festive Sale,Youth,Canada,26389,19322,3840,2603,331,8,34,538.38,154.35,14.55%,11.15%,-71.33%
05-12-2023,Instagram,Festive Sale,Professionals,USA,44258,4867,4278,1116,403,766,278,185.36,2608.16,9.67%,5.16%,1307.08%
05-12-2023,Instagram,Product Launch,Youth,USA,43955,20262,3570,1461,229,35,305,260.15,4925.8,8.12%,3.92%,1793.45%
06-12-2023,Instagram,Brand Awareness,Youth,UK,13352,20921,4246,2973,173,598,8,102.5,4284.31,31.80%,28.04%,4079.81%
07-12-2023,Instagram,Product Launch,Youth,UK,46264,34537,3581,503,349,165,368,812.91,4725.22,7.74%,2.20%,481.27%
08-12-2023,Instagram,Product Launch,Adults,India,41277,18313,387,2548,137,160,374,475.55,1653.06,0.94%,6.89%,247.61%
08-12-2023,Facebook,Festive Sale,Professionals,Canada,5025,36056,73,2997,87,709,192,936.55,3633.78,1.45%,75.48%,288.00%
10-12-2023,Facebook,Lead Generation,Adults,Canada,17453,33191,4532,2922,190,717,10,158.65,3700.57,25.97%,21.94%,2232.54%
10-12-2023,Instagram,Festive Sale,Youth,Canada,22969,29971,3980,2886,430,185,111,631.35,4746.96,17.33%,15.24%,651.87%
12-12-2023,Facebook,Lead Generation,Students,Australia,49623,19410,1925,137,78,146,354,945.6,2824.58,3.88%,0.73%,198.71%
12-12-2023,Facebook,Lead Generation,Adults,UK,9181,14236,1283,2804,15,651,321,240.64,1967.3,13.97%,37.80%,717.53%
12-12-2023,Facebook,Product Launch,Youth,India,45462,7069,1356,728,308,255,471,495.7,464.85,2.98%,2.84%,-6.22%
12-12-2023,Facebook,Festive Sale,Adults,Australia,1678,37336,4305,976,261,418,273,304.81,3286.26,256.56%,98.63%,978.13%
13-12-2023,Facebook,Festive Sale,Professionals,Canada,30511,12134,4415,1284,464,687,313,827.35,2316.65,14.47%,7.98%,180.01%
13-12-2023,Facebook,Festive Sale,Students,USA,1882,13482,2488,2439,65,261,31,614.54,3805.88,132.20%,146.92%,519.31%
13-12-2023,Instagram,Product Launch,Professionals,Canada,34342,6422,493,2863,279,689,215,624.35,4150.2,1.44%,11.16%,564.72%
15-12-2023,Facebook,Lead Generation,Students,Australia,20222,23736,3986,36,28,791,272,636.78,1563.72,19.71%,4.23%,145.57%
17-12-2023,Instagram,Lead Generation,Students,USA,28025,10290,1069,2966,192,493,466,684.36,1858.76,3.81%,13.03%,171.61%
17-12-2023,Instagram,Lead Generation,Adults,Canada,2301,13254,3053,1725,136,21,428,607.27,1114.21,132.68%,81.79%,83.48%
17-12-2023,Instagram,Festive Sale,Students,Australia,5368,16367,2385,289,254,280,97,459.31,1526.08,44.43%,15.33%,232.25%
18-12-2023,Instagram,Lead Generation,Adults,USA,8349,19059,2637,1155,432,484,178,350,4727.13,31.58%,24.81%,1250.61%
22-12-2023,Instagram,Product Launch,Adults,USA,28777,4842,1666,1394,160,104,13,437.7,4870.98,5.79%,5.76%,1012.86%
22-12-2023,Facebook,Lead Generation,Youth,India,34461,8669,4938,1425,167,84,259,799.29,4330.15,14.33%,4.86%,441.75%
24-12-2023,Instagram,Product Launch,Adults,India,4089,24666,2212,2497,109,252,420,638.67,987.2,54.10%,69.89%,54.57%
28-12-2023,Instagram,Product Launch,Students,UK,16323,20160,3584,2517,322,360,195,421.91,3903.8,21.96%,19.60%,825.27%
28-12-2023,Instagram,Festive Sale,Students,Canada,46156,9664,4888,1653,37,534,8,653.86,4065.88,10.59%,4.82%,521.83%
29-12-2023,Facebook,Festive Sale,Students,USA,18380,8969,188,1888,47,440,151,849.09,782.38,1.02%,12.92%,-7.86%
31-12-2023,Facebook,Lead Generation,Students,UK,40932,10824,536,217,67,394,62,314.08,4471.04,1.31%,1.66%,1323.54%
